source_image_id,image_route_name_no_placement,image_v16_summary_mode_aux,image_flat_route_class_aux,image_route_family_v2,image_person_shot_type,image_context_intent,image_routing_confidence,positive_total,ar_mode_group_count,shown_crop_count,review_image,source_image,mode_counts_json,target_ar_counts_json,routing_v2_counts_json,flat_route_counts_json
pond5_image_138967119,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_138967119.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_138967119.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 5, ""person_single_full_body_rot"": 6, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 3, ""4:3"": 3, ""9:16"": 2, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 5, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 5, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_561424501,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_561424501.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_561424501.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 4, ""person_single_full_body_rot"": 6, ""scene_center"": 1}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 1, ""9:16"": 2, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 4, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 4, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_2313375719,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2313375719.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2313375719.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 6, ""person_single_full_body_rot"": 6, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 3, ""4:3"": 3, ""9:16"": 2, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 6, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 6, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 3}"
bigstock_image_331127821,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,12,12,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_331127821.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_331127821.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 4, ""person_single_full_body_rot"": 3, ""scene_center"": 2}","{""1:1"": 3, ""3:4"": 4, ""9:16"": 1, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 4, ""person_single/full_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 4, ""person_single|full_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 2}"
bigstock_image_472091019,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_472091019.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_472091019.jpg,"{""person_single_upper_half_body_center"": 6, ""person_single_upper_half_body_rot"": 5, ""scene_center"": 6}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 3, ""4:3"": 3, ""9:16"": 2, ""FREE"": 3}","{""person_single/upper_half_body/center/balanced/feasible"": 6, ""person_single/upper_half_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 6}","{""person_single|upper_half_body|center|balanced|feasible"": 6, ""person_single|upper_half_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1991759228,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|environmental|feasible,person_single,upper_half_body,environmental,0.99,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1991759228.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1991759228.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 5}","{""1:1"": 2, ""3:4"": 4, ""4:3"": 1, ""9:16"": 4, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 5}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 5}"
pond5_image_143683670,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_143683670.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_143683670.jpg,"{""person_single_face_headshot_center"": 4, ""person_single_upper_half_body_center"": 6, ""person_single_upper_half_body_rot"": 5, ""scene_center"": 2}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 3, ""4:3"": 4, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 4, ""person_single/upper_half_body/center/balanced/feasible"": 6, ""person_single/upper_half_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 4, ""person_single|upper_half_body|center|balanced|feasible"": 6, ""person_single|upper_half_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1959976369,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,18,18,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1959976369.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1959976369.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 4, ""3:4"": 4, ""4:3"": 2, ""9:16"": 3, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1551601076,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,22,22,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1551601076.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1551601076.jpg,"{""person_group_center"": 6, ""person_group_rot"": 5, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 2}","{""16:9"": 3, ""1:1"": 4, ""3:4"": 4, ""4:3"": 4, ""9:16"": 3, ""FREE"": 4}","{""person_group/na/center/balanced/feasible"": 6, ""person_group/na/rot/balanced/feasible"": 5, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 6, ""person_group|na|rot|balanced|feasible"": 5, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1674086284,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,25,21,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1674086284.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1674086284.jpg,"{""person_group_center"": 4, ""person_single_face_headshot_center"": 8, ""person_single_full_body_center"": 3, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 2}","{""1:1"": 6, ""3:4"": 7, ""9:16"": 5, ""FREE"": 7}","{""person_group/na/center/balanced/feasible"": 4, ""person_single/face_headshot/center/tight_subject/feasible"": 8, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 4, ""person_single|face_headshot|center|tight_subject|feasible"": 8, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
bigstock_image_342747205,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_342747205.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_342747205.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 6, ""scene_center"": 3}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 2, ""9:16"": 2, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 3}"
pond5_image_144387333,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,11,11,11,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_144387333.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_144387333.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 5}","{""1:1"": 2, ""3:4"": 3, ""4:3"": 1, ""9:16"": 3, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 5}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 5}"
pond5_image_232326450,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,19,19,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_232326450.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_232326450.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 6, ""scene_center"": 6}","{""16:9"": 3, ""1:1"": 4, ""3:4"": 3, ""4:3"": 3, ""9:16"": 3, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 6}"
pond5_image_62643548,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,18,18,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_62643548.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_62643548.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 5, ""scene_center"": 6}","{""16:9"": 1, ""1:1"": 4, ""3:4"": 4, ""4:3"": 3, ""9:16"": 3, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1438070810,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.68757,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1438070810.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1438070810.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 4, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 2, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
